Date;Heure;Min;Sec;stationCode;stationName;stationState;stationKioskState;stationNbEDock;stationNbBike;stationNbEBike;nbFreeDock;nbFreeEDock;stationNbBikeOverflow;stationNbEBikeOverflow;stationInsertedInDb;stationOperativeDate
8/05/19;17;14;50;7024;Bancel / Chevreul;OPEN;;21;11;;4;;;;19-05-8 17:14:50;;
8/05/19;17;14;50;12001;La Soie;OPEN;;25;2;;23;;;;19-05-8 17:14:50;;
8/05/19;17;14;50;3087;Part-Dieu / Garibaldi;OPEN;;20;8;;12;;;;19-05-8 17:14:50;;
8/05/19;17;14;51;9004;Gare de Vaise;OPEN;;22;10;;10;;;;19-05-8 17:14:51;;
8/05/19;17;14;51;8002;Place Ambroise Courtois;OPEN;;20;16;;4;;;;19-05-8 17:14:51;;
8/05/19;17;14;51;7014;Marseille / Félissent;OPEN;;15;0;;11;;;;19-05-8 17:14:51;;
8/05/19;17;14;51;8007;Frères Lumière;OPEN;;15;14;;1;;;;19-05-8 17:14:51;;
8/05/19;17;14;52;9006;Théâtre Nouvelle Génération;OPEN;;16;12;;4;;;;19-05-8 17:14:52;;
8/05/19;17;14;52;8029;Etats Unis / Lévigne;OPEN;;20;10;;10;;;;19-05-8 17:14:52;;
8/05/19;17;14;52;4012;Place Adrien Godien;OPEN;;18;0;;18;;;;19-05-8 17:14:52;;
8/05/19;17;14;53;3009;Musée Africain;OPEN;;22;2;;20;;;;19-05-8 17:14:53;;
8/05/19;17;14;53;7046;Place de l\'Ecole ;CLOSED;;28;0;;0;;;;19-05-8 17:14:53;;
8/05/19;17;14;53;5050;Théâtre Romain;OPEN;;12;1;;10;;;;19-05-8 17:14:53;;
8/05/19;17;14;54;7002;Universités Lyon III / Lyon II;OPEN;;29;0;;25;;;;19-05-8 17:14:54;;
8/05/19;17;14;54;6005;Place Edgar Quinet;OPEN;;20;4;;16;;;;19-05-8 17:14:54;;
8/05/19;17;14;54;10102;DOUA / Gaston Berger;OPEN;;30;1;;29;;;;19-05-8 17:14:54;;
8/05/19;17;14;54;6023;Quai Sarrail;OPEN;;14;3;;11;;;;19-05-8 17:14:54;;
8/05/19;17;14;55;7034;Piscine du Rhône;OPEN;;28;8;;23;;;;19-05-8 17:14:55;;
8/05/19;17;14;55;1020;Terreaux / Chenavard;OPEN;;18;0;;18;;;;19-05-8 17:14:55;;
8/05/19;17;14;55;10064;4 août 1789;OPEN;;10;8;;1;;;;19-05-8 17:14:55;;
8/05/19;17;14;56;7010;Centre Berthelot;OPEN;;20;10;;9;;;;19-05-8 17:14:56;;
8/05/19;17;14;56;10101;Einstein / 11 novembre 1918;OPEN;;34;2;;30;;;;19-05-8 17:14:56;;
8/05/19;17;14;56;11001;Gare de Cuire;OPEN;;18;0;;18;;;;19-05-8 17:14:56;;
8/05/19;17;14;56;1006;Subsistances;CLOSED;;22;0;;0;;;;19-05-8 17:14:56;;
8/05/19;17;14;57;8054;Martinière Monplaisir;OPEN;;20;18;;2;;;;19-05-8 17:14:57;;
8/05/19;17;14;57;7039;Guillotière / Madeleine;OPEN;;10;1;;9;;;;19-05-8 17:14:57;;
8/05/19;17;14;57;7006;Gerland;OPEN;;40;19;;21;;;;19-05-8 17:14:57;;
8/05/19;17;14;58;7052;Parc Blandan;CLOSED;;25;0;;0;;;;19-05-8 17:14:58;;
8/05/19;17;14;58;7001;Place Gabriel Péri;OPEN;;20;3;;16;;;;19-05-8 17:14:58;;
8/05/19;17;14;58;4004;Hénon;OPEN;;22;0;;22;;;;19-05-8 17:14:58;;
8/05/19;17;14;58;8061;Stade Vuillermet;OPEN;;18;8;;8;;;;19-05-8 17:14:58;;
8/05/19;17;14;59;1023;Croix Rousse / Perfetti;OPEN;;20;1;;19;;;;19-05-8 17:14:59;;
8/05/19;17;14;59;7003;Gambetta / Garibaldi;OPEN;;30;4;;22;;;;19-05-8 17:14:59;;
8/05/19;17;14;59;7030;Quartier Général Frère;OPEN;;30;27;;3;;;;19-05-8 17:14:59;;
8/05/19;17;15;00;6042;Cité Internationale / Résidence hôtelière;OPEN;;28;1;;27;;;;19-05-8 17:15:00;;
8/05/19;17;15;00;2013;Célestins;OPEN;;22;3;;19;;;;19-05-8 17:15:00;;
8/05/19;17;15;00;3086;Feuillat / Lacassagne;OPEN;;16;5;;8;;;;19-05-8 17:15:00;;
8/05/19;17;15;01;8025;Dumont / Jouvet;OPEN;;17;16;;1;;;;19-05-8 17:15:01;;
8/05/19;17;15;01;9013;Quai Paul Sédaillan;OPEN;;20;12;;8;;;;19-05-8 17:15:01;;
8/05/19;17;15;01;10028;Ecole de musique;OPEN;;24;3;;21;;;;19-05-8 17:15:01;;
8/05/19;17;15;02;9041;Carret / Sédaillan;OPEN;;18;10;;8;;;;19-05-8 17:15:02;;
8/05/19;17;15;02;9043;Marietton ouest;OPEN;;20;18;;2;;;;19-05-8 17:15:02;;
8/05/19;17;15;02;3091;Hôpital Neurologique;OPEN;;30;0;;19;;;;19-05-8 17:15:02;;
8/05/19;17;15;02;1024;Rouville;OPEN;;17;0;;17;;;;19-05-8 17:15:02;;
8/05/19;17;15;03;10035;Boiron Grangé;OPEN;;16;1;;15;;;;19-05-8 17:15:03;;
8/05/19;17;15;03;5005;Saint Paul;OPEN;;23;1;;22;;;;19-05-8 17:15:03;;
8/05/19;17;15;03;7007;Farge / Ayasse;OPEN;;20;14;;2;;;;19-05-8 17:15:03;;
8/05/19;17;15;04;8038;Albert Thomas / Villon;OPEN;;20;15;;5;;;;19-05-8 17:15:04;;
8/05/19;17;15;04;6020;Musée Guimet;OPEN;;15;0;;15;;;;19-05-8 17:15:04;;
8/05/19;17;15;04;6041;Cité Internationale / Tête d\'Or nord;OPEN;;22;0;;22;;;;19-05-8 17:15:04;;
8/05/19;17;15;04;10011;Gratte-Ciel;OPEN;;16;13;;2;;;;19-05-8 17:15:04;;
8/05/19;17;15;05;10084;Doua / Avenue des Arts;OPEN;;30;6;;24;;;;19-05-8 17:15:05;;
8/05/19;17;15;05;9042;Vaise Docks;OPEN;;19;7;;10;;;;19-05-8 17:15:05;;
8/05/19;17;15;06;7013;Halle Tony Garnier;OPEN;;20;13;;7;;;;19-05-8 17:15:06;;
8/05/19;17;15;06;11003;La Rochette;OPEN;;20;18;;2;;;;19-05-8 17:15:06;;
8/05/19;17;15;06;3039;Place Bir Hakeim;OPEN;;19;0;;12;;;;19-05-8 17:15:06;;
8/05/19;17;15;06;3053;Gambetta / Jusserand;OPEN;;13;2;;10;;;;19-05-8 17:15:06;;
8/05/19;17;15;07;1016;Pêcherie;OPEN;;17;0;;17;;;;19-05-8 17:15:07;;
8/05/19;17;15;07;7056;Place Raspail;OPEN;;22;0;;21;;;;19-05-8 17:15:07;;
8/05/19;17;15;07;10103;DOUA / Rue des sports;OPEN;;30;4;;26;;;;19-05-8 17:15:07;;
8/05/19;17;15;08;10080;Vaillant/Perroncel;OPEN;;17;9;;7;;;;19-05-8 17:15:08;;
8/05/19;17;15;08;10074;Zola / Passage Rey;OPEN;;19;9;;10;;;;19-05-8 17:15:08;;
8/05/19;17;15;08;8015;Bd Jean XXIII;OPEN;;16;7;;9;;;;19-05-8 17:15:08;;
8/05/19;17;15;08;3089;Trarieux / Lacassagne;OPEN;;24;4;;20;;;;19-05-8 17:15:08;;
8/05/19;17;15;09;5055;Buyer / Apollinaire;OPEN;;22;1;;21;;;;19-05-8 17:15:09;;
8/05/19;17;15;09;8008;Beauvisage / Préssensé;OPEN;;10;0;;2;;;;19-05-8 17:15:09;;
8/05/19;17;15;09;10061;République;CLOSED;;18;0;;0;;;;19-05-8 17:15:09;;
8/05/19;17;15;10;10117;La Pérralière;OPEN;;22;11;;11;;;;19-05-8 17:15:10;;
8/05/19;17;15;10;4041;Boussange / Austerlitz;OPEN;;18;0;;18;;;;19-05-8 17:15:10;;
8/05/19;17;15;11;10071;Lycée Marie Curie;CLOSED;;20;0;;0;;;;19-05-8 17:15:11;;
8/05/19;17;15;11;8060;Santy / Beauvisage;OPEN;;22;0;;0;;;;19-05-8 17:15:11;;
8/05/19;17;15;11;4026;Birmingham;OPEN;;20;6;;14;;;;19-05-8 17:15:11;;
8/05/19;17;15;11;10036;Stalingrad;OPEN;;16;6;;10;;;;19-05-8 17:15:11;;
8/05/19;17;15;12;2030;République / Poulaillerie;OPEN;;22;0;;22;;;;19-05-8 17:15:12;;
8/05/19;17;15;12;7057;Jaurès / Bollier;OPEN;;34;21;;3;;;;19-05-8 17:15:12;;
8/05/19;17;15;12;2038;Remparts d\'Ainay;OPEN;;16;0;;1;;;;19-05-8 17:15:12;;
8/05/19;17;15;13;10005;Bd du 11 novembre;OPEN;;35;0;;35;;;;19-05-8 17:15:13;;
8/05/19;17;15;13;2012;Gailleton;OPEN;;16;5;;11;;;;19-05-8 17:15:13;;
8/05/19;17;15;13;9029;Saint Pierre de Vaise;OPEN;;15;12;;1;;;;19-05-8 17:15:13;;
8/05/19;17;15;14;9040;Place Rhodiaceta;OPEN;;12;0;;12;;;;19-05-8 17:15:14;;
8/05/19;17;15;14;7064;CROUS;OPEN;;17;12;;5;;;;19-05-8 17:15:14;;
8/05/19;17;15;14;10039;Bouvier;OPEN;;16;11;;5;;;;19-05-8 17:15:14;;
8/05/19;17;15;15;6006;Boulevard des Belges;OPEN;;15;5;;10;;;;19-05-8 17:15:15;;
8/05/19;17;15;15;10002;INSA;OPEN;;40;10;;30;;;;19-05-8 17:15:15;;
8/05/19;17;15;15;7016;Place Saint Louis;OPEN;;15;6;;9;;;;19-05-8 17:15:15;;
8/05/19;17;15;15;9032;Place Port Mouton;OPEN;;18;18;;0;;;;19-05-8 17:15:15;;
8/05/19;17;15;16;3100;Sisley / Dauphiné;OPEN;;17;14;;3;;;;19-05-8 17:15:16;;
8/05/19;17;15;16;10027;Mairie de Villeurbanne;OPEN;;26;15;;11;;;;19-05-8 17:15:16;;
8/05/19;17;15;17;1012;Ampère / Bourse;OPEN;;26;0;;18;;;;19-05-8 17:15:17;;
8/05/19;17;15;18;10007;Piaton / Condorcet;OPEN;;10;2;;8;;;;19-05-8 17:15:18;;
8/05/19;17;15;18;9033;Gorge de Loup;OPEN;;40;7;;33;;;;19-05-8 17:15:18;;
8/05/19;17;15;18;5001;Place Varillon (funiculaire St Just);OPEN;;23;0;;23;;;;19-05-8 17:15:18;;
8/05/19;17;15;19;3018;Créqui / Voltaire;OPEN;;30;6;;22;;;;19-05-8 17:15:19;;
8/05/19;17;15;19;1003;Place Sathonay;OPEN;;15;0;;15;;;;19-05-8 17:15:19;;
8/05/19;17;15;19;2010;Confluence Darse;OPEN;;22;12;;9;;;;19-05-8 17:15:19;;
8/05/19;17;15;20;5015;Fulchiron;OPEN;;19;1;;18;;;;19-05-8 17:15:20;;
8/05/19;17;15;20;3084;Desaix;OPEN;;28;10;;17;;;;19-05-8 17:15:20;;
8/05/19;17;15;20;6004;Foch;OPEN;;20;0;;20;;;;19-05-8 17:15:20;;
8/05/19;17;15;21;7035;Marseille / Université;OPEN;;29;7;;32;;;;19-05-8 17:15:21;;
8/05/19;17;15;21;10120;Salengro / Descartes;OPEN;;15;4;;11;;;;19-05-8 17:15:21;;
8/05/19;17;15;21;8037;Cazeneuve;OPEN;;19;15;;4;;;;19-05-8 17:15:21;;
8/05/19;17;15;22;8059;Laennec/Pinel;OPEN;;18;0;;0;;;;19-05-8 17:15:22;;
8/05/19;17;15;22;3090;Vinatier;OPEN;;17;0;;0;;;;19-05-8 17:15:22;;
8/05/19;17;15;22;3050;Friche RVI;CLOSED;;20;0;;0;;;;19-05-8 17:15:22;;
8/05/19;17;15;23;10116;Blum / Faÿs;OPEN;;16;0;;16;;;;19-05-8 17:15:23;;
8/05/19;17;15;23;8020;Moulin à Vent;OPEN;;20;0;;0;;;;19-05-8 17:15:23;;
8/05/19;17;23;19;9011;Conservatoire;OPEN;0;19;10;0;9;0;0;0;19-05-8 17:23:19;;
8/05/19;17;23;19;3043;Place Rouget de L\'Isle;OPEN;0;16;5;0;11;0;0;0;19-05-8 17:23:19;;
8/05/19;17;23;19;10114;Bel Air / Les Brosses;OPEN;0;20;1;0;19;0;0;0;19-05-8 17:23:19;;
8/05/19;17;23;19;10038;Condorcet;OPEN;0;12;2;0;10;0;0;0;19-05-8 17:23:19;;
8/05/19;17;23;19;4005;1 Place Bertone;OPEN;0;12;0;0;12;0;0;0;19-05-8 17:23:19;;
8/05/19;17;23;19;7031;Jaurès / Gerland;OPEN;0;20;19;0;0;0;0;0;19-05-8 17:23:19;;
8/05/19;17;23;20;3007;Place d\'Arsonval;OPEN;0;32;5;0;24;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;6007;Masséna;OPEN;0;20;0;0;20;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;9051;Andréi Sakharov;OPEN;0;12;2;0;10;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;7049;Cité Scolaire Internationale;OPEN;0;25;0;0;25;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;7022;Jaurès / Lagrange;OPEN;0;30;20;0;10;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;3102;Dr Long / Aubépins;OPEN;0;16;2;0;14;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;10088;4 août 1789 / Pressensé;OPEN;0;19;0;0;19;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;7020;Parc de Gerland;OPEN;0;26;6;0;15;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;7005;Debourg;OPEN;0;20;20;0;0;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;20;10043;Salengro / Feyssine;OPEN;0;20;10;0;9;0;0;0;19-05-8 17:23:20;;
8/05/19;17;23;21;5007;Place de Trion;OPEN;0;16;0;0;14;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;21;3015;Servient / Garibaldi;OPEN;0;17;9;0;8;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;21;7018;Lycée Louise Labé;OPEN;0;20;17;0;2;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;21;2015;Place de la République;OPEN;0;27;2;0;25;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;21;8052;Clinique Montplaisir;OPEN;0;16;10;0;5;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;21;6011;Mairie du 6e;OPEN;0;22;5;0;10;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;21;10072;Jacques Brel;CLOSED;0;23;0;0;0;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;21;3094;Villette;OPEN;0;38;17;0;10;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;21;5044;Champvert;OPEN;0;20;1;0;19;0;0;0;19-05-8 17:23:21;;
8/05/19;17;23;22;10006;Charpennes;OPEN;0;32;16;0;16;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;7045;Parc des Berges;OPEN;0;25;19;0;6;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;3101;Patinoire Baraban;OPEN;0;20;2;0;17;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;4021;Tabareau;OPEN;0;10;0;0;10;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;3103;Place Danton;OPEN;0;18;12;0;6;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;6031;Lafayette / Corneille;OPEN;0;13;7;0;6;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;6032;Préfecture / Sarrail;OPEN;0;20;1;0;19;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;3058;Place du Lac;OPEN;0;19;7;0;12;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;6045;Brotteaux / Vauban;OPEN;0;15;4;0;11;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;22;6016;Viabert / Thiers;OPEN;0;16;2;0;13;0;0;0;19-05-8 17:23:22;;
8/05/19;17;23;23;6008;Place Jules Ferry;OPEN;0;20;6;0;14;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;5004;Saint Jean;OPEN;0;29;17;0;22;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;10030;Greuze;OPEN;0;18;5;0;13;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;1022;Place Tolozan;OPEN;0;30;4;0;25;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;3031;Corneille / Servient;OPEN;0;13;1;0;12;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;10001;IUT/ Feyssine;OPEN;0;30;4;0;25;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;1036;Aveyron;OPEN;0;17;0;0;17;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;6022;Place Maréchal Lyautey;OPEN;0;20;2;0;18;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;9020;Bourbonnais;OPEN;0;12;9;0;2;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;23;2004;Perrache / Carnot;OPEN;0;18;4;0;14;0;0;0;19-05-8 17:23:23;;
8/05/19;17;23;24;10079;Anatole France / Barbusse;OPEN;0;20;15;0;5;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;24;7009;Jean Jaurès;OPEN;0;16;16;0;0;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;24;10060;Saint Exupéry;OPEN;0;15;3;0;12;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;24;2020;Musée des Confluences;OPEN;0;20;5;0;15;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;24;4017;Place des tapis;OPEN;0;17;0;0;16;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;24;3082;Place Bahadourian;OPEN;0;18;0;0;18;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;24;10046;Charmettes / Zola;OPEN;0;24;1;0;22;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;24;8056;Delore / Audibert & Lavirotte;OPEN;0;20;18;0;2;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;24;10119;Villeurbanne Saint Jean;OPEN;0;12;2;0;8;0;0;0;19-05-8 17:23:24;;
8/05/19;17;23;25;7053;Jaurès / Thibaudière;OPEN;0;18;2;0;15;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;3012;Place du Château;OPEN;0;25;18;0;7;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;4009;Jacquart / Denfert-Rochereau;OPEN;0;14;0;0;12;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;10089;Colin /Ottavi;OPEN;0;15;9;0;6;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;1031;Place de la Paix;OPEN;0;20;0;0;20;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;5045;Valdo / Rivet;OPEN;0;18;1;0;17;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;6035;Cité Internationale;OPEN;0;21;2;0;19;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;2016;Place Regaud;OPEN;0;12;5;0;7;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;3080;Part-Dieu / Villette;OPEN;0;30;27;0;3;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;25;5029;Place Gerson;OPEN;0;20;2;0;18;0;0;0;19-05-8 17:23:25;;
8/05/19;17;23;26;10018;Tolstoï / Florian;OPEN;0;21;13;0;8;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;9049;Sergent Berthet / Gorge de Loup;OPEN;0;16;11;0;5;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;10021;GrandClément;OPEN;0;19;0;0;19;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;7023;Berthelot / Route de Vienne;OPEN;0;15;11;0;4;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;6044;Charmettes / Bellecombe;OPEN;0;16;5;0;11;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;3008;Institut Lumière;OPEN;0;18;5;0;13;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;8042;Francis de Pressenssé;OPEN;0;22;9;0;11;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;9044;Masset / St Pierre de Vaise;OPEN;0;16;16;0;0;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;10075;Gabriel Péri;OPEN;0;12;3;0;9;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;26;4006;Philippe de Lassalle;OPEN;0;22;0;0;22;0;0;0;19-05-8 17:23:26;;
8/05/19;17;23;27;2036;Place A.Gourju;OPEN;0;20;16;0;13;0;0;0;19-05-8 17:23:27;;
8/05/19;17;23;27;6002;Porte des Enfants du Rhône;OPEN;0;29;0;0;28;0;0;0;19-05-8 17:23:27;;
8/05/19;17;23;27;7062;Garibaldi / Domer;OPEN;0;19;6;0;13;0;0;0;19-05-8 17:23:27;;
8/05/19;17;23;27;2002;Bellecour / St Exupéry;OPEN;0;20;9;0;10;0;0;0;19-05-8 17:23:27;;
8/05/19;17;23;27;10053;Rossellini / 11 Novembre;OPEN;0;20;1;0;18;0;0;0;19-05-8 17:23:27;;
8/05/19;17;23;27;10110;Mémoire & Société;OPEN;0;18;16;0;0;0;0;0;19-05-8 17:23:27;;
8/05/19;17;23;27;6021;Garibaldi;OPEN;0;11;0;0;11;0;0;0;19-05-8 17:23:27;;
8/05/19;17;23;28;5053;St Just;OPEN;0;18;0;0;18;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;28;8058;Longefer / Kruger;OPEN;0;16;9;0;6;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;28;2037;Place des Archives;OPEN;0;30;4;0;35;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;28;2026;République / Paufique;OPEN;0;28;5;0;23;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;28;9003;Place Valmy;OPEN;0;16;16;0;0;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;28;8011;Place Lebret;OPEN;0;14;3;0;11;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;28;8006;Place 8 mai 1945;OPEN;0;20;9;0;11;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;28;9052;Balmont;OPEN;0;12;0;0;12;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;28;12002;Poudrette la Soie;OPEN;0;20;0;0;19;0;0;0;19-05-8 17:23:28;;
8/05/19;17;23;29;6033;Créqui / Lafayette;OPEN;0;15;3;0;12;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;29;10012;Zola / France;OPEN;0;16;16;0;0;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;29;4022;Place de la Croix-Rousse;OPEN;0;21;0;0;21;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;29;3037;Paul Bert / Garibaldi;OPEN;0;20;8;0;12;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;29;8035;Sans Souci;OPEN;0;20;14;0;6;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;29;10047;Lherminier / Pressensé;OPEN;0;10;7;0;3;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;29;10049;Préssensé;OPEN;0;16;4;0;12;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;29;6012;Place Puvis de Chavannes;OPEN;0;10;4;0;6;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;29;8009;Jean XXIII / Mermoz;OPEN;0;20;17;0;1;0;0;0;19-05-8 17:23:29;;
8/05/19;17;23;30;3036;Félix Faure / Vivier Merle;OPEN;0;35;10;0;25;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;8057;Vienne  / Montagny;OPEN;0;20;15;0;5;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;3051;Place Henri;OPEN;0;13;6;0;7;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;10032;Primat / Decorps;OPEN;0;13;1;0;12;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;2011;Sala / Rue du Plat;OPEN;0;15;4;0;10;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;1001;Terreaux / Terme;OPEN;0;16;0;0;16;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;10048;Place Marengo;OPEN;0;27;16;0;6;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;10063;Perrin / Jean Jaurès;OPEN;0;34;21;0;12;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;2041;Sala/Charité;OPEN;0;16;6;0;10;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;30;2022;Place Carnot;OPEN;0;30;9;0;18;0;0;0;19-05-8 17:23:30;;
8/05/19;17;23;31;10115;Place d\'Espagne / Stade Kruger;OPEN;0;22;4;0;18;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;3085;Sacré Coeur;OPEN;0;16;2;0;0;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;3024;Rockfeller / Esquirol;OPEN;0;19;2;0;17;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;10086;Anatole France;OPEN;0;10;5;0;5;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;10059;Anatole France / Zola;OPEN;0;13;9;0;4;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;7012;Place des Pavillons;CLOSED;0;13;0;0;0;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;5054;Champvert;OPEN;0;18;6;0;12;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;4011;Place Joannès Ambre;OPEN;0;20;0;0;20;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;1002;Opéra;OPEN;0;22;0;0;22;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;31;2042;Joffre / Vaubecour;OPEN;0;20;9;0;10;0;0;0;19-05-8 17:23:31;;
8/05/19;17;23;32;1021;Terreaux / Beaux Arts;OPEN;0;11;0;0;11;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;32;5047;Albéric Pont;OPEN;0;16;4;0;11;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;32;8053;Lumière/Trouilhet;OPEN;0;16;1;0;15;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;32;9008;L\'Ile Barbe;OPEN;0;16;9;0;7;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;32;4042;Grégory Coupet;OPEN;0;16;0;0;16;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;32;7021;Challemel Lacour / Gerland;OPEN;0;12;12;0;0;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;32;10073;Institut d\'Art contemporain;CLOSED;0;15;0;0;0;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;32;2035;Childebert/Rivière;OPEN;0;23;3;0;20;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;32;9022;Rue Masaryk / Saint Cyr;OPEN;0;13;10;0;3;0;0;0;19-05-8 17:23:32;;
8/05/19;17;23;33;10112;Place de la Reconnaissance;CLOSED;0;32;0;0;0;0;0;0;19-05-8 17:23:33;;
8/05/19;17;23;33;4024;Lyon Métropole;OPEN;0;25;14;0;11;0;0;0;19-05-8 17:23:33;;
8/05/19;17;23;33;10016;Place de la paix;OPEN;0;17;6;0;10;0;0;0;19-05-8 17:23:33;;
8/05/19;17;23;33;7033;St Luc / St Joseph;OPEN;0;28;12;0;15;0;0;0;19-05-8 17:23:33;;
8/05/19;17;23;33;7041;Domer / Chevreul;OPEN;0;12;11;0;1;0;0;0;19-05-8 17:23:33;;
8/05/19;17;23;33;3004;Bourse du travail;OPEN;0;20;3;0;17;0;0;0;19-05-8 17:23:33;;
